County,State,PUIsTotal,PUIAge_0_4,PUIAge_5_14,PUIAge_15_24,PUIAge_25_34,PUIAge_35_44,PUIAge_45_54,PUIAge_55_64,PUIAge_65_74,PUIAge_75_84,PUIAge_85plus,PUIAge_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,PUI_TPositive,PUI_TNegative,PUI_TInconc,PUI_TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,Date,Region
'Okaloosa','FL','10842','244','340','1223','1768','1594','1459','1514','1121','865','667','47','0 to 119','46','6315','4422','105','10681','160','1','589','7309','137','1801','140','3878','6916','1','47','10634','3646','204','23','5','2079','1725','46','3850','44','136','653','777','614','529','475','315','188','141','6','0 to 103','40','2119','363','674','694','525','2484','841','369','4','219','2','0','70','3878','1736','2096','3849','28','1','27277','132','31333','27409','3878','70','08/21/2020','Rest of Florida'
'Calhoun','FL','1101','16','35','108','171','189','153','166','128','89','46','0','0 to 99','47','548','538','15','1101','0','0','36','546','4','463','12','531','569','0','1','1100','514','17','0','0','220','310','1','531','4','14','55','105','97','72','69','51','37','27','0','1 to 99','44','334','85','36','76','23','420','88','55','0','32','0','0','8','531','310','220','531','0','0','3740','0','4281','3740','531','8','08/21/2020','Rest of Florida'
'Palm Beach','FL','102124','1683','2982','9942','14376','13601','14885','16140','13063','8860','4923','1669','0 to 119','50','55187','46518','419','101101','1021','2','8389','79138','465','27082','742','40157','61537','163','267','100676','39162','611','377','7','20474','19108','191','39773','660','1546','5865','7513','6560','6234','5201','2964','1973','1569','72','0 to 106','41','14783','6423','7096','11471','10892','15730','13151','4310','50','3096','33','16','1048','40157','19309','20641','39771','384','2','262781','644','304186','263425','40157','1048','08/21/2020','South Florida'
'St. Lucie','FL','16882','321','519','1565','2308','2330','2608','2705','2219','1408','830','69','0 to 119','50','9721','6889','272','16729','153','0','1393','11849','188','4536','169','6545','10062','5','270','16454','6390','132','23','0','3570','2871','81','6522','125','272','869','1105','1069','1024','873','572','349','253','34','0 to 104','43','2221','1463','972','1866','1390','2748','2384','586','2','413','2','1','212','6545','2883','3581','6522','23','0','40554','131','47280','40685','6545','212','08/21/2020','Rest of Florida'
'Pasco','FL','21520','426','648','2205','2946','3081','3428','3460','2832','1691','755','48','0 to 119','49','12122','9299','99','21408','112','0','1751','14912','223','6943','302','7651','13735','2','132','21274','7456','148','46','1','3950','3623','31','7604','119','256','1151','1326','1221','1218','1012','696','406','224','22','0 to 105','42','5350','574','1214','466','1852','5138','614','1009','10','691','4','1','157','7651','3646','3974','7604','47','0','65733','70','73510','65803','7651','157','08/21/2020','Rest of Florida'
'Gadsden','FL','4749','108','229','484','789','833','814','687','490','192','101','22','0 to 119','43','2864','1848','37','4727','21','1','362','3273','46','1375','29','2111','2630','1','7','4720','2052','51','8','0','1048','1026','29','2103','52','127','281','362','409','370','256','137','67','30','20','0 to 105','40','582','793','316','412','369','1132','602','305','0','159','0','0','29','2111','1027','1055','2102','8','1','11832','16','14001','11848','2111','29','08/21/2020','Rest of Florida'
'Leon','FL','18372','311','572','3310','3124','2617','2588','2659','1960','774','408','49','0 to 119','41','9590','8664','118','18044','327','1','1412','14402','201','3885','181','5705','12647','2','18','18026','5521','59','121','4','2950','2614','16','5580','90','232','1876','1101','734','642','568','261','110','74','17','0 to 105','29','1689','1814','663','1414','403','3003','2174','427','14','159','10','7','28','5705','2679','3010','5579','125','1','59463','214','65497','59677','5705','28','08/21/2020','Rest of Florida'
'Jefferson','FL','1090','23','31','87','139','161','169','211','168','79','21','1','0 to 101','51','478','610','2','1080','10','0','26','800','41','399','19','481','608','1','0','1079','422','52','7','0','122','352','0','474','5','10','47','87','79','88','94','48','15','8','0','0 to 95','46','184','259','23','8','23','415','36','42','2','27','0','0','5','481','358','123','474','7','0','2722','3','3221','2725','481','5','08/21/2020','Rest of Florida'
'Madison','FL','1905','94','125','222','242','259','284','254','234','124','61','6','0 to 99','45','1156','745','4','1873','32','0','97','1068','53','941','61','807','1095','1','2','1870','539','254','13','1','456','337','0','793','36','65','109','113','126','135','102','70','25','26','0','0 to 98','40','220','514','37','22','50','676','67','135','1','34','1','1','12','807','341','466','793','14','0','4526','18','5362','4544','807','12','08/21/2020','Rest of Florida'
'Liberty','FL','2408','11','18','225','695','573','425','298','110','37','8','8','0 to 105','39','314','2088','6','2408','0','0','12','1936','1','254','7','413','1995','0','0','2408','409','4','0','0','93','320','0','413','4','6','66','87','76','83','65','18','7','1','0','0 to 85','40','270','113','16','14','18','295','100','21','0','8','0','0','7','413','320','93','413','0','0','2787','0','3200','2787','413','7','08/21/2020','Rest of Florida'
'Hamilton','FL','2322','35','60','226','588','454','363','272','193','80','48','3','0 to 118','40','630','1675','17','2314','8','0','71','1912','9','641','14','653','1668','0','1','2313','549','99','4','1','242','406','0','648','24','43','99','139','107','101','79','40','14','7','0','0 to 90','37','288','305','47','8','94','400','154','82','1','25','0','0','4','653','409','244','648','5','0','4446','3','5104','4449','653','4','08/21/2020','Rest of Florida'
'Bay','FL','8102','102','127','960','1326','1252','1383','1312','852','472','242','74','0 to 119','47','4178','3829','95','8003','99','0','1112','4823','28','4183','175','5058','3029','0','15','7988','4841','138','77','2','2418','2506','55','4979','62','95','766','969','855','865','713','424','214','72','23','0 to 99','42','2762','505','650','1062','365','3159','1455','591','16','265','6','5','69','5058','2553','2450','4979','79','0','24095','30','29240','24125','5058','69','08/21/2020','Rest of Florida'
'Columbia','FL','6220','134','198','500','921','984','950','1092','797','399','234','11','0 to 119','49','2734','3423','63','6193','27','0','763','2986','63','3165','27','3158','3058','0','4','6189','2863','281','11','3','955','2187','2','3144','57','108','295','578','607','549','478','290','141','53','2','0 to 102','43','1604','743','131','666','177','2186','781','76','1','167','2','0','31','3158','2195','960','3144','14','0','11372','13','14598','11385','3158','31','08/21/2020','Rest of Florida'
'Baker','FL','2080','46','48','230','400','399','344','312','166','96','37','2','0 to 99','42','850','1198','32','2022','58','0','170','1474','16','606','18','1108','943','0','29','1993','992','116','0','0','291','817','0','1108','5','17','114','258','259','190','159','63','33','10','0','1 to 97','40','474','143','45','446','14','571','523','71','0','42','0','0','4','1108','817','291','1108','0','0','5299','57','6489','5356','1108','4','08/21/2020','Rest of Florida'
'Holmes','FL','1420','28','50','148','209','215','241','214','198','86','30','1','0 to 119','47','714','692','14','1400','20','0','40','825','5','500','66','572','844','0','4','1396','488','73','8','3','225','335','1','561','13','21','80','113','108','97','64','49','19','8','0','0 to 96','39','405','81','40','35','27','454','80','40','0','18','0','0','4','572','339','232','561','11','0','3884','9','4472','3893','572','4','08/21/2020','Rest of Florida'
'Martin','FL','10403','209','360','1004','1210','1297','1380','1692','1573','1143','512','23','0 to 100','53','5240','4773','390','10294','109','0','915','6993','82','3548','118','4046','6304','1','52','10242','3997','20','29','0','1957','2038','22','4017','106','223','640','672','648','618','457','275','238','166','3','0 to 100','40','1843','243','1071','860','1819','1541','657','622','4','362','3','1','112','4046','2055','1969','4017','29','0','23113','77','27274','23190','4046','112','08/21/2020','Rest of Florida'
'Hillsborough','FL','85219','2000','3091','9877','14579','12943','13123','12672','9137','4882','2308','607','0 to 119','44','47423','37246','550','84733','486','0','4508','70989','458','11876','515','35293','49694','22','210','84501','34546','601','141','5','18639','16231','277','35147','767','1630','5846','7396','5717','5328','4007','2195','1227','686','494','0 to 119','37','12021','4592','4850','13684','8832','10453','15862','2866','21','1585','14','5','519','35293','16297','18717','35147','146','0','227541','349','263709','227890','35293','519','08/21/2020','Tampa Bay Region'
'Manatee','FL','24278','480','948','2367','2978','3001','3294','3975','3878','2354','889','114','0 to 119','52','13423','10470','385','23933','345','0','2636','18753','177','6175','95','10059','14201','3','15','23915','9868','81','110','0','5188','4601','160','9949','237','650','1609','1750','1619','1472','1228','770','474','239','11','0 to 101','39','4620','957','1435','2937','2611','3683','3655','619','8','703','7','2','248','10059','4655','5240','9949','110','0','81058','266','91458','81324','10059','248','08/21/2020','Rest of Florida'
'Clay','FL','11855','182','407','1253','1469','1742','1981','1937','1571','913','375','25','0 to 101','49','6679','5007','169','11825','30','0','964','8468','130','2443','150','3609','8224','1','21','11803','3466','131','12','0','1954','1626','17','3597','37','131','572','524','579','630','494','321','211','109','1','0 to 100','44','1926','617','322','732','363','2421','813','579','1','264','1','0','70','3609','1632','1960','3597','12','0','33657','18','37304','33675','3609','70','08/21/2020','Rest of Florida'
'Hardee','FL','2148','72','194','344','392','291','303','254','180','86','32','0','0 to 95','37','1094','1027','27','2139','9','0','86','809','2','1337','24','1049','1093','1','5','2133','752','290','6','1','489','548','5','1042','26','93','183','207','159','160','112','70','31','8','0','0 to 93','35','760','93','123','66','645','321','76','143','3','110','4','1','8','1049','553','491','1042','7','0','5571','2','6631','5573','1049','8','08/21/2020','Rest of Florida'
'Marion','FL','25998','342','706','2297','3571','3547','3790','4136','3982','2542','1008','77','0 to 168','51','15722','10165','111','25963','35','0','5914','12862','177','9646','260','7807','18162','1','28','25934','7595','198','13','1','4638','3083','72','7793','97','260','961','1497','1465','1255','1020','634','378','185','55','0 to 104','41','4758','1599','665','771','1070','5453','1270','1112','5','665','0','0','121','7807','3087','4648','7793','14','0','50300','22','58239','50322','7807','121','08/21/2020','Rest of Florida'
'Volusia','FL','28734','341','644','2369','3506','3391','4166','5436','4740','2583','1244','314','0 to 119','54','15960','12201','573','28589','145','0','1985','22761','230','6970','348','8761','19890','0','83','28507','7827','872','56','6','4581','4075','43','8699','121','302','1337','1549','1248','1293','1239','853','488','289','42','0 to 103','43','4083','1172','1828','1616','1551','5029','2119','1188','14','675','7','0','175','8761','4108','4610','8699','62','0','71075','83','80033','71158','8761','175','08/21/2020','Rest of Florida'
'Dixie','FL','1471','29','59','136','196','289','208','225','188','96','44','1','0 to 118','46','711','752','8','1470','1','0','68','752','6','684','9','643','827','0','1','1469','603','39','1','0','217','425','0','642','4','20','59','108','146','106','92','69','32','7','0','0 to 91','43','431','145','17','49','38','539','65','58','0','37','0','0','4','643','425','218','642','1','0','3849','0','4504','3849','643','4','08/21/2020','Rest of Florida'
'Lake','FL','21285','357','521','1718','2429','2425','2841','3297','3372','2300','809','1216','0 to 104','54','11264','9098','923','21129','156','0','790','18423','222','1998','131','5947','15151','0','187','20944','5843','69','35','0','3026','2759','127','5912','107','230','887','1049','935','923','797','529','317','147','26','0 to 103','42','1963','758','1165','2026','926','2510','2476','565','13','343','5','1','91','5947','2778','3039','5912','35','0','64764','124','70923','64888','5947','91','08/21/2020','Rest of Florida'
'Levy','FL','2621','61','102','314','340','294','380','453','348','235','90','4','0 to 118','50','1487','1118','16','2616','5','0','197','1572','16','1083','26','835','1784','0','2','2614','785','46','1','3','418','411','2','831','18','48','148','129','106','135','109','80','46','13','3','0 to 99','41','435','133','165','98','193','508','130','78','0','56','0','0','5','835','414','419','831','4','0','6017','1','6862','6018','835','5','08/21/2020','Rest of Florida'
'Sumter','FL','5447','34','92','221','321','358','487','731','1762','1145','192','104','0 to 119','67','2785','2517','145','5366','81','0','343','4056','164','1428','137','1680','3741','0','26','5340','1534','137','8','1','820','844','7','1671','6','52','124','144','193','230','228','374','245','66','18','1 to 99','58','898','289','88','396','79','1095','497','325','1','199','0','0','46','1680','847','826','1671','9','0','17867','72','19640','17939','1680','46','08/21/2020','Rest of Florida'
'Seminole','FL','24105','382','684','2713','3519','3363','3705','3664','2983','1468','785','839','0 to 119','47','13487','10426','192','24043','62','0','1204','19567','246','3502','172','7673','16373','1','58','23987','7573','71','29','0','4083','3499','62','7644','135','266','1463','1528','1148','1138','853','543','310','287','2','0 to 108','38','3597','878','1095','2074','1317','3168','3159','810','5','533','1','0','160','7673','3512','4096','7644','29','0','64835','33','72605','64868','7673','160','08/21/2020','Rest of Florida'
'Orange','FL','94376','1710','2517','10623','16392','14971','14715','13605','9114','4370','1753','4606','0 to 120','43','50659','42952','765','92999','1376','1','4598','83038','585','11337','561','34321','59618','3','434','92564','33751','154','411','5','17151','16325','429','33905','562','1050','6175','8076','6144','5125','3741','1910','989','449','100','0 to 106','36','8284','4722','6158','14741','6675','8266','18964','2013','53','1060','42','6','358','34321','16542','17341','33904','416','1','258417','981','294011','259398','34321','358','08/21/2020','Orlando Region'
'Citrus','FL','6303','65','183','515','662','634','815','1145','1201','792','264','27','0 to 222','57','3544','2599','160','6290','13','0','404','4057','119','1836','48','1908','4358','1','36','6254','1145','758','4','1','1011','877','15','1903','17','68','246','227','220','291','352','242','154','73','18','0 to 100','51','1497','112','141','153','101','1576','226','160','0','183','0','0','46','1908','881','1012','1903','5','0','18523','7','20448','18530','1908','46','08/21/2020','Rest of Florida'
'Hernando','FL','6418','109','155','631','864','808','928','1062','830','603','395','33','0 to 102','52','3802','2591','25','6388','30','0','638','4181','66','2652','60','2396','4017','0','5','6383','2032','348','14','2','1320','1048','12','2380','29','76','309','362','331','361','335','257','177','130','29','0 to 101','47','1792','249','304','35','424','1894','62','441','2','310','2','1','69','2396','1053','1331','2380','16','0','18623','14','21047','18637','2396','69','08/21/2020','Rest of Florida'
'Pinellas','FL','54306','588','1053','4676','7668','6697','7904','9741','8175','4944','2777','83','0 to 120','53','30816','23425','65','53894','412','0','5172','40902','411','17862','583','19247','35045','1','13','53880','18747','357','136','7','10290','8812','2','19104','260','652','2737','3756','2669','2775','2743','1718','1117','816','4','0 to 105','43','10167','3367','1654','3916','2159','11803','5142','2651','30','1928','23','2','591','19247','8888','10357','19104','143','0','165906','276','185573','166182','19247','591','08/21/2020','Tampa Bay Region'
'Suwannee','FL','4174','102','180','487','614','612','579','621','446','294','228','11','0 to 118','46','2017','2093','64','4157','17','0','123','1938','110','2047','40','2317','1855','0','2','4155','2114','186','14','3','836','1456','8','2300','44','115','331','377','397','361','302','184','119','86','1','0 to 118','42','1287','505','347','161','490','1566','244','255','2','114','0','0','53','2317','1462','847','2300','17','0','7268','0','9633','7268','2317','53','08/21/2020','Rest of Florida'
'Duval','FL','72326','1235','2248','8241','13030','10895','11002','11472','8018','3993','2023','169','0 to 119','45','39276','31938','1112','71527','799','0','3024','60928','454','7657','301','25316','46783','12','215','71306','23233','1818','243','22','13204','11605','242','25051','368','1059','4017','5718','4144','3749','3045','1833','860','490','33','0 to 103','38','6450','8419','2599','7583','2052','13033','9966','1575','32','835','17','8','235','25316','11747','13323','25051','265','0','200074','547','226151','200621','25316','235','08/21/2020','Jacksonville Region'
'Lafayette','FL','1467','10','12','138','411','357','190','142','93','64','49','1','0 to 119','39','337','1125','5','1467','0','0','16','1045','0','707','2','1143','321','0','3','1464','1118','25','0','0','129','1014','0','1143','5','9','93','375','314','160','107','52','19','9','0','1 to 98','36','576','218','30','319','94','660','389','33','0','11','0','0','4','1143','1014','129','1143','0','0','1289','0','2444','1289','1143','4','08/21/2020','Rest of Florida'
'Gulf','FL','1551','35','90','136','209','190','262','307','201','92','29','0','0 to 94','49','731','816','4','1488','63','0','92','609','1','684','27','782','767','0','2','1486','768','4','10','0','291','481','0','772','13','42','74','127','114','138','162','79','23','10','0','0 to 94','46','480','257','15','20','40','684','48','110','3','44','2','0','7','782','488','294','772','10','0','4415','55','5257','4470','782','7','08/21/2020','Rest of Florida'
'Union','FL','1684','19','46','122','167','231','221','475','301','84','18','0','0 to 118','55','477','1202','5','1684','0','0','92','1142','4','541','5','514','1170','0','0','1684','401','113','0','0','140','374','0','514','7','16','59','95','120','77','90','34','12','4','0','0 to 91','41','355','136','17','6','16','479','19','41','0','30','0','0','5','514','374','140','514','0','0','7929','0','8461','7929','514','5','08/21/2020','Rest of Florida'
'Bradford','FL','2095','43','64','204','278','266','329','397','233','171','104','6','0 to 118','50','1168','909','18','2093','2','0','172','1378','34','701','2','618','1475','0','2','2091','479','139','0','0','243','375','0','618','12','21','71','90','100','112','111','51','36','14','0','0 to 107','46','362','183','25','48','20','525','73','56','0','37','0','0','4','618','375','243','618','0','0','4430','2','5072','4432','618','4','08/21/2020','Rest of Florida'
'Wakulla','FL','2260','32','91','251','320','345','382','388','272','132','46','1','0 to 102','47','1119','1135','6','2252','8','0','95','1281','13','944','53','827','1430','0','3','2249','772','49','5','1','297','524','0','821','8','31','122','165','153','141','127','50','22','8','0','0 to 91','40','518','177','63','63','47','674','100','90','0','37','1','0','5','827','526','301','821','6','0','7494','2','8358','7496','827','5','08/21/2020','Rest of Florida'
'Brevard','FL','25694','314','519','2124','2894','2978','3613','5298','4493','2464','844','153','0 to 119','55','14414','11155','125','25667','27','0','1543','21642','107','5657','179','6797','18883','0','14','25653','6647','129','18','3','3629','3116','31','6776','67','179','1135','1134','977','975','982','602','404','322','20','0 to 105','43','3535','836','604','1801','847','3817','2112','1098','6','587','3','1','194','6797','3126','3640','6776','21','0','82491','16','89361','82507','6797','194','08/21/2020','Rest of Florida'
'Polk','FL','33715','809','1412','3637','5126','4958','4944','4813','4049','2466','1083','418','0 to 119','46','18617','14731','367','33585','130','0','2608','25049','231','8171','275','16015','17634','1','65','33519','14304','1657','42','12','8384','7353','224','15961','336','828','2338','2943','2737','2400','1918','1261','752','414','88','0 to 103','40','7856','2825','1501','3779','4233','6666','5062','2129','14','1750','13','2','399','16015','7377','8414','15961','54','0','91414','76','107613','91490','16015','399','08/21/2020','Orlando Region'
'Osceola','FL','23748','353','961','2549','3828','3870','3965','3417','2406','1210','456','733','0 to 155','44','12858','10643','247','23635','113','0','2733','16446','390','5051','255','10619','12963','2','164','23470','10471','63','83','2','5447','4929','158','10534','156','499','1557','2087','1957','1831','1180','730','393','158','71','0 to 104','39','3461','603','3213','3257','4901','1886','3747','900','12','514','8','2','125','10619','4985','5473','10534','85','0','58800','28','69574','58828','10619','125','08/21/2020','Orlando Region'
'Highlands','FL','5490','103','164','385','670','570','674','842','883','758','421','20','0 to 119','57','3196','2257','37','5422','68','0','203','4153','47','1469','56','1697','3783','0','10','5412','1540','151','6','0','901','789','1','1691','28','71','188','277','224','252','255','179','149','74','0','0 to 99','48','1006','259','238','188','468','956','267','361','2','188','1','0','53','1697','793','903','1691','6','0','15697','62','17466','15759','1697','53','08/21/2020','Rest of Florida'
'Lee','FL','41743','606','997','4276','5833','5707','6114','6484','5998','3817','1802','109','0 to 119','50','23283','18144','316','40571','1171','1','1874','33770','613','11998','280','17816','23891','2','34','40536','16707','807','292','10','9133','8200','181','17514','319','623','2739','3218','2852','2816','2280','1468','863','584','54','0 to 103','42','7627','1747','883','7257','4061','5839','7614','2272','23','1288','20','8','397','17816','8361','9270','17513','302','1','105137','920','123939','106057','17816','397','08/21/2020','Lee'
'Collier','FL','25089','638','1077','2906','3243','3441','3533','3544','3338','2452','882','35','0 to 105','48','13245','11598','246','24679','410','0','1756','17264','356','7874','242','11144','13760','3','182','24494','10593','420','115','16','5568','5343','102','11013','302','569','1850','1806','1869','1774','1372','802','526','272','2','0 to 104','40','5461','681','1179','3692','4466','2780','3767','1289','25','801','15','6','162','11144','5407','5613','11013','131','0','55901','281','67399','56182','11144','162','08/21/2020','Collier'
'Dade','FL','285771','4057','7563','29387','48742','46504','51656','44897','27960','15571','8427','1007','0 to 225','46','147761','135949','2061','283849','1921','1','14729','233450','2785','36825','1212','150305','134923','93','450','283309','147583','1754','958','10','75609','72754','974','149337','2249','5225','19263','27760','25118','27107','21143','11751','6620','3647','422','0 to 120','43','56802','13028','16882','62625','65859','18110','65368','13560','70','6937','38','16','2219','150305','73225','76036','149336','968','1','616717','970','769923','617687','150305','2219','08/21/2020','South Florida'
'Monroe','FL','5964','125','173','525','881','871','1025','1118','773','356','115','2','0 to 101','49','3055','2868','41','5864','100','0','1602','2535','83','2149','161','1687','4217','0','60','5806','1614','42','26','5','794','853','9','1656','41','69','212','323','295','309','220','136','64','18','0','0 to 100','42','1163','133','75','285','645','691','320','257','5','107','4','0','14','1687','870','808','1656','31','0','13601','66','15367','13667','1687','14','08/21/2020','Rest of Florida'
'Santa Rosa','FL','11533','316','494','1384','1687','1711','1794','1793','1344','699','300','11','0 to 119','46','5866','5629','38','11436','97','0','676','7146','99','3627','218','4385','7124','1','23','11412','4252','94','39','0','1869','2470','7','4346','61','149','789','774','715','706','613','311','175','91','1','0 to 105','40','2700','547','232','867','181','3165','1000','189','1','241','2','1','53','4385','2484','1894','4346','39','0','26456','57','30937','26513','4385','53','08/21/2020','Rest of Florida'
'Walton','FL','3247','76','117','450','434','472','480','523','346','201','143','5','0 to 101','46','1688','1521','38','3067','180','0','204','2431','15','1526','171','1548','1699','0','0','3067','1391','28','126','3','686','730','3','1419','24','64','334','247','255','225','219','100','60','18','2','0 to 101','39','1094','88','64','173','278','979','162','205','19','77','3','0','18','1548','792','753','1419','129','0','8992','52','10629','9044','1548','18','08/21/2020','Rest of Florida'
'Jackson','FL','5072','64','122','467','937','897','875','748','454','305','201','2','0 to 105','45','2042','2968','62','5041','31','0','51','2958','19','2080','46','2198','2867','0','7','5034','2120','62','15','1','657','1520','5','2182','23','57','203','471','434','391','300','153','97','69','0','0 to 100','42','921','410','101','750','81','913','1188','158','2','108','0','0','59','2198','1528','665','2182','16','0','11951','16','14178','11967','2198','59','08/21/2020','Rest of Florida'
'Washington','FL','1936','38','61','179','307','307','325','337','192','131','59','0','0 to 119','47','927','970','39','1922','14','0','50','1259','9','1055','17','970','954','0','12','1910','863','96','9','2','326','616','17','959','12','29','99','202','183','173','141','72','47','12','0','0 to 99','42','529','224','33','173','27','565','367','56','2','45','1','0','14','970','620','333','959','11','0','5504','4','6499','5508','970','14','08/21/2020','Rest of Florida'
'Nassau','FL','4839','72','124','526','546','597','697','870','752','454','195','6','0 to 103','52','2673','2082','84','4652','187','0','264','3436','28','932','159','1435','3371','0','33','4620','1308','37','88','2','687','654','4','1345','19','43','271','196','212','224','215','143','76','35','1','0 to 103','44','905','134','66','240','67','988','290','192','8','87','2','0','15','1435','691','740','1345','90','0','14648','96','16197','14744','1435','15','08/21/2020','Rest of Florida'
'Glades','FL','629','9','31','68','130','148','95','71','38','32','6','1','0 to 90','39','234','393','2','629','0','0','62','348','3','423','4','440','189','0','0','629','438','2','0','0','127','312','1','440','6','16','48','104','122','73','51','10','8','2','0','0 to 89','38','318','79','24','19','186','229','25','48','0','32','0','0','3','440','312','127','440','0','0','784','0','1225','784','440','3','08/21/2020','Rest of Florida'
'Charlotte','FL','7438','83','98','477','689','758','1067','1408','1345','897','610','6','0 to 119','58','4241','3137','60','7416','22','0','905','5267','62','2175','52','2462','4966','1','9','7406','2229','227','5','1','1278','1167','11','2456','24','53','257','278','265','364','448','351','238','184','0','0 to 101','54','1918','151','174','213','201','1951','304','285','1','301','1','0','107','2462','1169','1281','2456','6','0','25704','16','28215','25720','2462','107','08/21/2020','Rest of Florida'
'Sarasota','FL','19554','228','434','1688','2234','2154','2598','3277','3368','2329','1166','78','0 to 119','56','10749','8518','287','19277','277','0','942','16993','190','3159','120','6905','12632','1','16','19262','6765','83','50','7','3552','3121','175','6848','77','244','1063','1143','1014','1005','885','655','461','321','37','0 to 104','43','2853','421','594','2980','695','2534','3619','449','18','415','12','2','180','6905','3153','3577','6848','57','0','72635','220','79815','72855','6905','180','08/21/2020','Rest of Florida'
'Desoto','FL','3689','100','233','397','556','574','622','603','345','180','75','4','0 to 102','44','1517','2058','114','3676','13','0','190','2298','48','1422','24','1443','2239','1','6','3669','1307','133','3','0','588','849','3','1440','43','124','205','278','272','220','171','86','31','13','0','0 to 97','37','886','146','101','307','684','401','355','208','1','105','1','0','21','1443','850','590','1440','3','0','8555','10','10015','8565','1443','21','08/21/2020','Rest of Florida'
'Flagler','FL','5167','85','113','384','542','626','742','953','915','557','242','8','0 to 119','55','2992','2125','50','5124','43','0','408','3839','37','1035','70','1214','3946','0','7','5117','1065','136','13','0','663','534','4','1201','21','52','162','172','158','195','190','154','82','27','1','0 to 94','47','679','188','245','89','187','901','113','163','5','99','3','1','15','1214','540','670','1201','13','0','15133','30','16394','15163','1214','15','08/21/2020','Rest of Florida'
'Hendry','FL','3911','140','234','574','703','636','562','492','277','168','118','7','0 to 104','39','1931','1969','11','3907','4','0','448','1775','32','1787','34','1917','1993','1','0','3906','1863','52','2','0','877','1034','4','1915','60','128','312','382','341','284','209','112','57','32','0','0 to 101','37','1516','222','78','99','1303','529','83','303','0','166','0','0','39','1917','1035','878','1915','2','0','7022','2','8960','7024','1917','39','08/21/2020','Rest of Florida'
'Indian River','FL','8461','128','249','798','919','923','1095','1292','1327','967','749','14','0 to 119','56','5026','3391','44','8388','73','0','476','5839','77','2755','115','2721','5690','0','50','8340','2687','18','14','2','1468','1215','22','2705','49','141','418','414','375','384','329','235','206','170','0','0 to 101','43','1269','328','312','796','552','1168','985','406','7','232','3','0','72','2721','1226','1473','2705','16','0','26364','55','29154','26419','2721','72','08/21/2020','Rest of Florida'
'Broward','FL','162496','3998','6737','16471','26097','25806','27214','26431','16620','8505','4386','231','0 to 119','45','87493','73751','1252','160719','1777','0','11445','109804','2336','55164','1547','68542','93789','34','131','160557','63115','4876','516','35','35455','32390','146','67991','1473','3771','9909','13160','11821','11157','9142','4591','2266','1215','37','0 to 104','39','27560','18224','8072','14135','25173','29201','13617','9032','91','4914','71','26','1068','68542','32752','35643','67991','551','0','407407','1235','478042','408642','68542','1068','08/21/2020','South Florida'
'Escambia','FL','26882','564','819','3045','4148','3486','3630','4422','3527','2018','1103','120','0 to 119','48','15204','11537','141','23384','3498','0','1575','21393','183','4621','272','10684','16193','1','4','23379','9639','92','953','0','4907','4722','102','9731','137','393','1815','2059','1641','1420','1373','923','587','310','26','0 to 105','39','3741','2316','840','2834','342','6166','3223','1111','12','680','10','10','171','10684','5136','5446','9731','953','0','64970','2647','78356','67617','10684','171','08/21/2020','Rest of Florida'
'Okeechobee','FL','2750','66','152','415','376','366','353','404','244','213','149','12','0 to 119','44','1488','1244','18','2738','12','0','341','1502','2','1048','18','1183','1565','0','2','2736','1114','65','4','0','561','615','3','1179','34','99','213','183','193','159','166','59','57','19','1','0 to 94','38','796','123','156','104','553','508','118','168','1','120','3','0','12','1183','616','564','1179','4','0','8168','8','9373','8176','1183','12','08/21/2020','Rest of Florida'
'Franklin','FL','1091','7','33','96','176','158','151','205','163','84','18','0','0 to 95','50','444','644','3','1084','7','0','29','545','0','506','24','498','591','0','2','1082','485','9','4','0','102','392','0','494','0','14','47','134','104','74','82','31','10','2','0','6 to 85','39','281','199','5','9','42','393','59','15','0','6','0','0','3','498','393','105','494','4','0','3788','3','4294','3791','498','3','08/21/2020','Rest of Florida'
'Alachua','FL','19480','303','411','2748','3722','2774','2684','2961','2151','1023','631','72','0 to 119','43','11137','8185','158','19173','307','0','1269','16678','61','2726','141','4865','14596','5','14','19154','4636','169','48','12','2633','2147','25','4805','87','206','1255','1063','617','573','504','336','141','76','7','0 to 103','32','1634','1463','570','1138','564','2884','1357','463','14','254','16','1','31','4865','2181','2658','4805','60','0','73201','250','78347','73451','4865','31','08/21/2020','Rest of Florida'
