County,State,PUIsTotal,PUIAge_0_4,PUIAge_5_14,PUIAge_15_24,PUIAge_25_34,PUIAge_35_44,PUIAge_45_54,PUIAge_55_64,PUIAge_65_74,PUIAge_75_84,PUIAge_85plus,PUIAge_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,PUI_TPositive,PUI_TNegative,PUI_TInconc,PUI_TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,Date,Region
'Bradford','FL','1790','32','47','171','226','221','273','344','206','160','104','6','0 to 118','52','1071','698','21','1788','2','0','132','1382','34','427','2','343','1446','0','1','1787','246','97','0','0','165','178','0','343','6','13','47','40','58','59','57','24','26','13','0','0 to 107','46','201','84','16','42','10','281','52','36','0','26','0','0','4','343','178','165','343','0','0','3874','2','4224','3876','343','4','08/05/2020','Rest of Florida'
'Wakulla','FL','1995','29','72','191','276','303','341','354','256','128','44','1','0 to 102','49','991','996','8','1987','8','0','69','1263','13','711','34','635','1356','0','4','1983','585','44','5','1','217','412','0','629','6','21','86','126','121','113','102','36','18','6','0','1 to 91','41','403','153','41','32','39','531','59','68','0','30','1','0','4','635','414','221','629','6','0','6865','2','7537','6867','635','4','08/05/2020','Rest of Florida'
'Brevard','FL','24602','306','484','2014','2757','2829','3463','5117','4376','2363','746','147','0 to 119','55','13801','10686','115','24575','27','0','1347','21227','107','4590','156','5712','18880','0','10','24565','5582','109','18','3','3020','2647','24','5691','59','148','1029','1001','830','831','803','485','301','224','1','0 to 110','42','2988','624','486','1593','745','3153','1793','866','6','435','3','0','132','5712','2657','3031','5691','21','0','75192','17','80978','75209','5712','132','08/05/2020','Rest of Florida'
'Polk','FL','30882','732','1190','3242','4692','4526','4505','4458','3832','2344','1021','340','0 to 119','47','17141','13420','321','30760','122','0','1851','24470','231','5997','241','13419','17413','1','49','30710','11988','1387','32','12','7038','6167','170','13375','265','664','1991','2544','2333','1994','1589','1051','628','350','10','0 to 103','40','6226','2299','1241','3609','3346','5266','4763','1730','11','1205','10','1','298','13419','6185','7064','13375','44','0','78859','79','92439','78938','13419','298','08/05/2020','Orlando Region'
'Osceola','FL','21964','307','801','2277','3581','3553','3699','3217','2285','1147','422','675','0 to 155','45','11948','9810','206','21852','112','0','2219','16606','390','3591','238','9156','12707','2','99','21752','9014','58','82','2','4694','4250','128','9072','126','401','1355','1880','1708','1597','1005','622','332','121','9','0 to 104','39','2672','456','2488','3456','3573','1448','4051','716','10','383','8','2','94','9156','4305','4720','9072','84','0','51913','28','61224','51941','9156','94','08/05/2020','Orlando Region'
'Highlands','FL','5045','94','127','324','594','514','614','775','837','734','412','20','0 to 119','58','2958','2054','33','4979','66','0','168','4023','47','1112','44','1311','3726','0','8','4971','1190','118','3','0','692','615','1','1308','25','46','145','210','179','195','204','133','118','56','0','0 to 98','48','738','214','188','168','356','724','228','283','2','148','1','0','30','1311','618','692','1308','3','0','14022','63','15409','14085','1311','30','08/05/2020','Rest of Florida'
'Lee','FL','39699','566','919','4012','5539','5415','5799','6195','5777','3685','1713','79','0 to 119','51','22169','17165','365','38545','1153','1','1597','33093','613','9456','247','15961','23708','2','28','38516','15027','650','277','7','8164','7314','199','15677','288','562','2498','2950','2578','2520','2013','1274','746','508','24','0 to 101','41','6441','1487','678','7071','3524','4787','7366','1834','20','1011','17','8','317','15961','7458','8292','15676','284','1','94031','928','110974','94959','15961','317','08/05/2020','Lee'
'Collier','FL','23866','602','1013','2729','3077','3247','3340','3374','3236','2383','827','38','0 to 105','49','12600','10968','298','23440','426','0','1517','16965','356','6683','220','10050','13608','3','205','23232','9498','405','131','16','4999','4782','122','9903','266','518','1695','1663','1692','1603','1220','708','464','220','1','0 to 104','40','4825','604','971','3503','4022','2379','3502','1124','22','699','12','6','129','10050','4843','5043','9903','147','0','50323','288','60723','50611','10050','129','08/05/2020','Collier'
'Dade','FL','260628','3429','6244','25940','44705','42523','47075','41338','26099','14549','7942','784','0 to 225','46','134881','123969','1778','258797','1830','1','10091','222785','2785','29873','1171','125949','134364','91','224','258484','123616','1461','863','9','63219','61068','790','125077','1811','3995','15983','23827','21200','22641','17654','9915','5579','3145','199','0 to 108','43','44713','11207','10959','58198','50251','14737','60089','11555','67','5911','36','16','1775','125949','61499','63595','125076','872','1','527006','992','655564','527998','125949','1775','08/05/2020','South Florida'
'Monroe','FL','5524','102','147','455','801','809','947','1060','742','348','111','2','0 to 101','49','2838','2653','33','5429','95','0','1519','2572','83','1607','147','1404','4062','0','58','5373','1351','27','21','5','653','722','3','1378','31','54','169','270','245','255','186','119','60','15','0','0 to 100','42','800','71','58','449','434','475','469','206','5','90','4','0','13','1404','738','663','1378','26','0','11336','67','12818','11403','1404','13','08/05/2020','Rest of Florida'
'Santa Rosa','FL','10665','298','426','1253','1566','1578','1682','1646','1259','661','286','10','0 to 119','46','5437','5183','45','10580','85','0','513','7274','99','2795','178','3610','7038','0','17','10563','3502','83','25','0','1474','2095','16','3585','50','106','675','662','596','603','483','238','130','67','0','0 to 101','39','2080','471','183','851','142','2484','959','132','0','177','1','0','32','3610','2106','1488','3585','25','0','23614','60','27319','23674','3610','32','08/05/2020','Rest of Florida'
'Walton','FL','2949','67','97','413','394','427','434','464','320','192','138','3','0 to 101','46','1526','1386','37','2783','166','0','170','2316','15','1247','145','1301','1646','0','2','2781','1159','27','112','3','559','625','2','1186','17','53','301','211','214','180','183','77','53','12','0','0 to 101','38','930','77','49','130','241','818','127','160','17','59','3','0','14','1301','680','619','1186','115','0','7780','54','9176','7834','1301','14','08/05/2020','Rest of Florida'
'Jackson','FL','4638','56','106','426','828','806','809','690','429','289','193','6','0 to 105','46','1917','2649','72','4608','30','0','42','2884','19','1647','44','1745','2887','1','5','4602','1677','53','14','1','515','1204','11','1730','16','47','170','362','341','329','241','121','64','54','0','0 to 100','43','772','350','65','543','71','734','925','147','2','99','0','0','35','1745','1212','521','1730','15','0','9096','18','10868','9114','1745','35','08/05/2020','Rest of Florida'
'Washington','FL','1653','34','52','143','247','241','280','302','173','122','59','0','0 to 119','48','841','760','52','1641','12','0','50','1133','9','564','15','716','918','0','19','1622','627','81','8','0','258','419','31','708','9','25','76','147','119','130','106','55','38','11','0','0 to 99','42','302','113','19','274','9','335','364','45','2','39','1','0','14','716','422','263','708','8','0','4298','5','5032','4303','716','14','08/05/2020','Rest of Florida'
'Nassau','FL','4553','69','108','483','508','558','656','827','716','433','191','4','0 to 103','53','2482','1934','137','4389','164','0','221','3419','28','765','124','1155','3366','0','32','4358','1058','31','64','2','552','537','0','1089','17','32','233','161','176','182','174','112','46','22','0','0 to 95','43','723','117','52','197','54','807','228','154','6','70','1','0','11','1155','564','591','1089','66','0','13138','97','14407','13235','1155','11','08/05/2020','Rest of Florida'
'Glades','FL','575','9','23','61','120','140','84','65','37','29','6','1','0 to 90','39','206','368','1','575','0','0','59','338','3','388','0','396','179','0','0','575','394','2','0','0','104','292','0','396','6','10','43','96','115','65','45','10','4','2','0','0 to 89','38','286','76','21','13','167','208','21','42','0','27','0','0','3','396','292','104','396','0','0','700','0','1098','700','396','3','08/05/2020','Rest of Florida'
'Charlotte','FL','7088','80','87','444','655','715','1010','1340','1291','864','595','7','0 to 119','59','4033','2978','77','7065','23','0','597','5545','62','1504','40','2104','4973','1','10','7054','1881','216','6','1','1069','1003','25','2097','22','42','225','243','224','306','375','305','204','157','1','0 to 101','54','1503','126','107','361','160','1485','452','215','1','224','1','0','89','2104','1005','1073','2097','7','0','22671','16','24816','22687','2104','89','08/05/2020','Rest of Florida'
'Sarasota','FL','18542','221','385','1554','2129','2013','2426','3138','3248','2267','1106','55','0 to 119','56','10229','8067','246','18273','269','0','798','16423','190','2599','115','5940','12578','1','23','18252','5810','79','45','6','3073','2691','125','5889','71','203','937','1042','868','842','756','552','396','259','14','0 to 104','42','2340','344','481','2724','544','2048','3297','385','18','356','12','2','129','5940','2720','3095','5889','51','0','64904','222','71113','65126','5940','129','08/05/2020','Rest of Florida'
'Desoto','FL','3528','97','220','366','536','543','597','591','329','172','73','4','0 to 102','45','1454','1956','118','3515','13','0','178','2247','48','1295','23','1313','2206','2','7','3506','1177','133','3','0','539','767','4','1310','41','121','180','258','247','202','155','75','23','11','0','0 to 97','36','816','132','73','289','651','342','317','194','1','98','1','0','16','1313','768','541','1310','3','0','7998','13','9332','8011','1313','16','08/05/2020','Rest of Florida'
'Flagler','FL','4861','73','94','336','511','582','693','903','889','537','235','8','0 to 119','56','2822','1985','54','4821','40','0','328','3826','37','794','63','975','3881','0','5','4816','843','122','10','0','531','428','6','965','15','42','134','143','120','152','151','131','64','21','2','0 to 94','47','561','150','171','83','137','717','111','140','4','82','2','1','13','975','434','535','965','10','0','13339','30','14365','13369','975','13','08/05/2020','Rest of Florida'
'Hendry','FL','3651','134','207','532','660','588','523','459','262','164','115','7','0 to 104','39','1794','1844','13','3649','2','0','401','1753','32','1604','23','1694','1956','0','1','3648','1645','49','0','0','750','940','4','1694','56','108','277','348','303','253','173','96','51','29','0','0 to 101','37','1351','191','61','91','1159','458','77','267','0','145','0','0','37','1694','940','750','1694','0','0','6386','2','8098','6388','1694','37','08/05/2020','Rest of Florida'
'Indian River','FL','8095','118','230','757','888','867','1028','1229','1292','946','725','15','0 to 119','56','4814','3219','62','8024','71','0','362','5958','77','2161','94','2385','5656','1','53','7972','2354','18','11','2','1273','1060','39','2372','41','126','379','383','333','325','270','204','180','144','0','0 to 101','42','1003','241','252','876','415','868','1089','294','6','178','3','0','50','2385','1068','1278','2372','13','0','23684','57','26141','23741','2385','50','08/05/2020','Rest of Florida'
'Broward','FL','151243','3540','5706','14895','24274','24063','25467','24959','15856','8137','4124','222','0 to 119','46','81321','68459','1463','149483','1760','0','8027','113884','2336','35305','1269','59354','91668','28','193','149265','55996','2842','484','32','30526','28088','224','58838','1259','3065','8674','11555','10344','9692','7891','3925','1929','993','27','0 to 102','39','21037','15175','5707','16919','19814','22704','16320','6701','86','3498','66','25','783','59354','28424','30700','58838','516','0','356083','1312','417459','357395','59354','783','08/05/2020','South Florida'
'Escambia','FL','24694','542','735','2810','3721','3048','3290','4145','3337','1896','1064','106','0 to 119','49','14424','10097','173','21265','3429','0','1183','21160','183','3164','205','8367','16308','1','18','21246','7402','90','875','0','4074','3290','128','7492','103','309','1568','1619','1198','1060','1074','705','460','260','11','0 to 105','38','2930','1929','549','2084','268','4860','2364','830','9','491','8','7','107','8367','3658','4581','7492','875','0','56483','2633','67521','59116','8367','107','08/05/2020','Rest of Florida'
'Okeechobee','FL','2519','60','135','393','346','328','311','362','225','202','146','11','0 to 119','44','1382','1118','19','2507','12','0','272','1507','2','831','17','975','1542','0','2','2505','909','62','4','0','472','497','2','971','30','85','193','159','164','119','128','41','42','14','0','0 to 94','36','644','102','134','91','462','392','117','129','1','89','3','0','6','975','498','475','971','4','0','5366','8','6363','5374','975','6','08/05/2020','Rest of Florida'
'Franklin','FL','748','5','15','56','91','78','100','157','146','82','18','0','0 to 95','57','386','360','2','743','5','0','23','531','0','205','18','197','549','0','2','741','189','6','2','0','64','131','0','195','0','5','17','50','32','30','37','16','8','2','0','6 to 85','42','89','62','4','40','8','146','41','10','0','4','0','0','2','197','131','66','195','2','0','2633','3','2837','2636','197','2','08/05/2020','Rest of Florida'
'Alachua','FL','18541','270','349','2557','3568','2638','2571','2856','2065','988','612','67','0 to 119','44','10624','7778','139','18240','301','0','974','16512','61','1978','121','3862','14670','6','3','18231','3658','151','41','12','2081','1718','10','3809','62','146','1062','891','473','447','384','242','103','50','2','0 to 103','31','1282','1105','494','928','497','2239','1073','299','11','156','11','1','25','3862','1748','2103','3809','53','0','64634','257','68776','64891','3862','25','08/05/2020','Rest of Florida'
'St. Johns','FL','13619','187','425','1551','1546','1983','2262','2298','1887','1000','462','18','0 to 119','50','7357','6086','176','13562','57','0','765','10590','208','2573','285','3450','10118','10','41','13512','3099','313','34','4','1715','1671','26','3412','36','116','784','497','497','552','504','253','140','70','1','0 to 101','40','2226','256','206','724','252','2295','865','281','5','179','5','0','31','3450','1689','1734','3412','38','0','35906','18','39406','35924','3450','31','08/05/2020','Jacksonville Region'
'Unknown','FL','1969','11','23','187','281','288','283','253','161','219','254','9','0 to 119','51','1227','710','32','419','1550','0','5','1761','0','29','17','639','1325','1','4','415','191','0','443','5','90','89','12','191','11','19','118','139','116','105','79','26','14','5','7','0 to 82','36','46','29','20','96','69','25','97','0','4','0','2','1','0','639','303','312','191','448','0','4037','1098','5810','5135','639','0','08/05/2020','Rest of Florida'
'State','FL','1352878','23316','38944','137423','207714','196310','211496','216645','165546','95873','47028','12583','-6 to 225','48','732554','607587','12737','1335054','17816','8','76297','1090562','0','249128','10216','502739','846486','376','3277','1331445','480821','16360','5354','204','254758','238713','3710','497181','8439','19544','76666','97648','82791','80288','64874','37579','21516','12432','962','0 to 110','40','193323','74454','54387','175017','130755','168896','197530','48861','584','28573','383','124','7627','502739','241484','257351','497173','5558','8','3299467','12678','3820683','3312145','502739','7627','08/05/2020','State'
'Gilchrist','FL','1079','26','35','131','143','138','146','160','125','99','76','0','0 to 118','49','620','453','6','1079','0','0','44','740','2','392','10','339','736','0','4','1075','311','28','0','0','181','158','0','339','8','13','51','53','36','37','47','25','30','39','0','0 to 106','46','273','22','20','24','50','257','32','26','0','19','0','0','3','339','158','181','339','0','0','3171','0','3517','3171','339','3','08/06/2020','Rest of Florida'
'Putnam','FL','4561','105','226','532','679','595','682','716','495','336','180','15','0 to 118','47','2736','1772','53','4553','8','0','376','3691','133','1100','23','1446','3113','0','2','4551','880','566','0','0','757','667','22','1446','36','131','258','228','215','196','169','100','70','39','4','0 to 100','37','681','394','188','183','276','940','230','270','0','160','0','0','23','1446','667','757','1446','0','0','11067','8','12530','11075','1446','23','08/06/2020','Rest of Florida'
'Taylor','FL','1853','41','53','184','370','333','291','265','192','89','31','4','0 to 118','43','774','1056','23','1844','9','0','60','1335','3','659','29','857','990','0','6','1838','808','46','3','0','207','647','0','854','2','16','87','227','203','156','99','43','18','6','0','4 to 91','40','345','298','45','166','77','579','198','66','0','20','0','0','4','857','647','210','854','3','0','3670','6','4553','3676','857','4','08/06/2020','Rest of Florida'
'Okaloosa','FL','10150','228','296','1127','1659','1497','1362','1420','1050','832','635','44','0 to 119','46','5927','4109','114','9989','160','1','503','7476','137','1445','125','3292','6820','1','37','9952','3107','156','24','5','1752','1457','54','3263','35','113','572','680','531','455','397','257','148','100','4','0 to 103','39','1634','290','567','772','429','1915','919','265','3','147','1','0','35','3292','1469','1769','3262','29','1','24912','132','28380','25044','3292','35','08/06/2020','Rest of Florida'
'Calhoun','FL','902','13','26','90','116','136','127','147','118','84','45','0','0 to 99','50','501','385','16','902','0','0','29','526','4','304','12','356','545','0','1','901','340','16','0','0','182','173','1','356','2','10','39','57','48','49','51','41','33','26','0','1 to 99','49','254','44','22','36','18','293','45','43','0','28','0','0','7','356','173','182','356','0','0','2308','0','2674','2308','356','7','08/06/2020','Rest of Florida'
