'OBJECTID', 'OBJECTID_12_13', 'DEPCODE', 'COUNTY', 'COUNTYNAME', 'County', 'State', 'PUIsTotal*', 'PUIAge_0_4*', 'PUIAge_5_14*', 'PUIAge_15_24*', 'PUIAge_25_34*', 'PUIAge_35_44*', 'PUIAge_45_54*', 'PUIAge_55_64*', 'PUIAge_65_74*', 'PUIAge_75_84*', 'PUIAge_85plus*', 'PUIAge_Unkn*', 'PUIAgeRange*', 'PUIAgeMedian*', 'PUIFemale*', 'PUIMale*', 'PUISexUnkn*', 'PUIFLRes*', 'PUINotFLRes*', 'PUIFLResOut*', 'PUIContNo*', 'PUIContUnkn*', 'PUIAgeAvrg*', 'PUITravelNo*', 'PUITravelYes*', 'PUI_TPositive*', 'PUI_TNegative*', 'PUI_TInconc*', 'PUI_TPending*', 'T_Total_Res', 'T_LabPrivate_Res', 'T_LabDOH_Res', 'T_LabPrivate_NonRes', 'T_LabDOH_NonRes', 'C_Female', 'C_Male', 'C_SexUnkn', 'C_AllResTypes', 'C_Age_0_4', 'C_Age_5_14', 'C_Age_15_24', 'C_Age_25_34', 'C_Age_35_44', 'C_Age_45_54', 'C_Age_55_64', 'C_Age_65_74', 'C_Age_75_84', 'C_Age_85plus', 'C_Age_Unkn', 'C_AgeRange', 'C_AgeMedian', 'C_RaceWhite', 'C_RaceBlack', 'C_RaceOther', 'C_RaceUnknown', 'C_HispanicYES', 'C_HispanicNO', 'C_HispanicUnk', 'C_EDYes_Res', 'C_EDYes_NonRes', 'C_HospYes_Res', 'C_HospYes_NonRes', 'C_NonResDeaths', 'C_FLResDeaths', 'CasesAll', 'C_Men', 'C_Women', 'C_FLRes', 'C_NotFLRes', 'C_FLResOut', 'T_NegRes', 'T_NegNotFLRes', 'T_total', 'T_negative', 'T_positive', 'Deaths', 'PUI_EverMon*', 'PUI_MonNow*', 'Shape__Area', 'Shape__Length', 'MedianAge', 'Date'
"28","28","38","075","LEVY","Levy","FL","1894","31","32","194","246","211","260","357","283","197","81","2","0 to 118","54","1088","788","18","1890","4","0","56","1491","16","454","10","263","1631","0","0","1890","233","27","0","3","99","159","2","260","3","4","54","52","40","36","31","26","11","5","1","2 to 99","40","112","21","95","32","105","123","32","31","0","20","0","0","2","263","161","100","260","3","0","3703","1","3973","3704","263","2","438","388","2900663690.96646","339394.964008615","40","07/12/2020"
"29","29","60","119","SUMTER","Sumter","FL","4275","32","37","124","199","217","340","582","1531","983","145","85","0 to 119","69","2121","1973","181","4198","77","0","201","3682","164","519","74","655","3595","0","25","4173","597","53","4","1","267","373","10","650","1","12","38","34","69","86","98","187","108","22","0","4 to 92","63","387","73","19","171","33","434","183","136","1","82","0","0","18","655","375","270","650","5","0","11496","72","12234","11568","655","18","279","267","1502516062.89801","229328.389599522","63","07/12/2020"
"30","30","59","117","SEMINOLE","Seminole","FL","20297","277","486","2163","2886","2757","3096","3194","2671","1300","604","863","0 to 119","48","11417","8725","155","20251","46","0","483","18702","246","1311","114","4232","16035","1","29","20222","4153","61","15","0","2252","1940","22","4214","55","106","969","941","602","591","428","252","162","123","0","0 to 104","35","1650","374","381","1809","497","1163","2554","360","5","205","1","0","24","4229","1945","2262","4214","15","0","42955","30","47257","42985","4229","24","1436","1193","893350621.597626","158549.770327082","35","07/12/2020"
"31","31","48","095","ORANGE","Orange","FL","77665","1336","1804","8236","13022","11790","12037","11576","7993","3803","1442","4626","0 to 120","45","41947","35233","485","76404","1260","1","1343","73285","585","3984","443","18004","59429","0","232","76174","17579","121","296","5","8623","8911","166","17700","258","429","3880","4789","3048","2525","1714","801","402","141","14","0 to 103","34","3964","2278","2649","8809","2304","3569","11827","1081","50","553","39","5","80","18001","9076","8751","17699","301","1","161204","951","180370","162155","18001","80","2123","1895","2601855780.29929","275135.911496092","34","07/12/2020"
"32","32","9","017","CITRUS","Citrus","FL","4542","56","92","281","458","423","548","835","974","660","207","8","0 to 222","60","2529","1838","175","4534","8","0","136","3696","119","573","35","546","3988","1","7","4527","361","184","1","0","271","272","2","545","6","16","73","76","63","80","113","65","36","18","0","0 to 97","50","405","36","39","65","38","425","82","52","0","61","0","0","14","546","272","272","545","1","0","12005","6","12565","12011","546","14","1480","1025","1565249379.23035","242867.273750112","50","07/12/2020"
"33","33","27","053","HERNANDO","Hernando","FL","4660","84","83","428","639","566","691","800","638","456","271","4","0 to 102","52","2754","1884","22","4638","22","0","268","3750","66","856","53","862","3796","0","2","4636","684","169","7","1","423","429","1","853","13","22","145","165","116","138","115","86","44","17","0","0 to 96","41","591","59","66","137","123","480","250","164","2","83","2","1","8","861","431","429","853","8","0","12142","14","13020","12156","861","8","1105","1054","1259956856.20596","200494.167365377","41","07/12/2020"
"34","34","52","103","PINELLAS","Pinellas","FL","45875","477","747","3676","6343","5441","6562","8319","7309","4474","2434","93","0 to 120","54","26217","19520","138","45520","355","0","3231","38659","411","8979","431","10846","34980","1","48","45471","10579","181","77","7","5751","4947","62","10760","142","353","1737","2428","1463","1468","1347","850","614","430","12","0 to 104","39","4705","1910","556","3589","800","5761","4199","1203","20","907","18","2","229","10844","4995","5787","10760","84","0","108877","268","120063","109145","10844","229","933","841","758940582.722305","356104.408630079","39","07/12/2020"
"35","35","61","121","SUWANNEE","Suwannee","FL","2646","86","97","253","357","328","323","401","327","248","215","11","0 to 118","51","1627","941","78","2630","16","0","88","1997","110","820","23","735","1911","0","0","2630","605","114","13","3","405","304","10","719","29","55","114","110","112","104","80","56","46","28","1","0 to 102","40","346","108","155","110","251","341","127","103","1","69","0","0","22","735","310","415","719","16","0","4292","0","5030","4292","735","22","158","154","1792465815.52835","223150.095858967","40","07/12/2020"
"36","36","16","031","DUVAL","Duval","FL","59083","985","1452","6342","10464","8826","8926","9748","6954","3486","1769","131","-6 to 119","46","32331","25961","791","58396","687","0","1179","54100","454","3828","232","12867","46107","11","98","58291","11794","915","142","13","6662","5963","84","12709","168","460","2307","3284","2198","1767","1375","763","329","207","6","0 to 102","35","3244","3842","1130","4493","1157","6063","5489","700","22","411","11","3","81","12864","6048","6729","12709","155","0","125449","522","139018","125971","12864","81","3461","3344","2136692125.83844","339628.979868484","35","07/12/2020"
"37","37","34","067","LAFAYETTE","Lafayette","FL","383","7","3","47","48","43","40","42","51","57","44","1","0 to 119","56","238","136","9","383","0","0","11","329","0","27","1","53","330","0","0","383","46","7","0","0","24","26","3","53","2","3","7","11","5","9","6","6","2","2","0","3 to 98","40","31","8","6","8","10","35","8","13","0","4","0","0","0","53","26","24","53","0","0","638","0","692","638","53","0","37","37","1417838543.00769","193229.836834708","40","07/12/2020"
"38","38","23","045","GULF","Gulf","FL","722","15","24","63","74","73","122","141","124","66","20","0","0 to 94","54","410","309","3","663","59","0","35","590","1","108","16","90","632","0","0","663","82","3","5","0","42","43","0","85","1","3","21","13","13","21","12","5","0","1","0","2 to 89","42","58","21","2","4","12","69","4","16","1","5","1","0","0","90","47","43","85","5","0","2122","54","2270","2176","90","0","167","164","1469866107.27026","258929.917930346","42","07/12/2020"
"39","39","63","125","UNION","Union","FL","1248","12","28","82","84","117","144","407","286","74","14","0","0 to 118","59","348","894","6","1248","0","0","27","1144","4","139","4","114","1134","0","0","1248","90","24","0","0","32","82","0","114","1","8","28","12","9","7","25","21","3","0","0","4 to 80","43","69","31","4","10","5","96","13","12","0","10","0","0","2","114","82","32","114","0","0","2537","0","2651","2537","114","2","170","168","646977045.561768","128178.538552252","43","07/12/2020"
"40","40","4","007","BRADFORD","Bradford","FL","1560","23","32","135","201","186","233","299","192","150","103","6","0 to 118","53","979","558","23","1558","2","0","49","1392","34","226","2","133","1426","0","1","1557","78","55","0","0","85","48","0","133","1","7","17","16","25","21","11","8","16","11","0","1 to 107","45","91","37","4","1","6","126","1","23","0","15","0","0","2","133","48","85","133","0","0","2999","2","3137","3001","133","2","317","285","776744615.959412","167178.838252791","45","07/12/2020"
"41","41","65","129","WAKULLA","Wakulla","FL","1387","20","37","123","158","189","231","256","221","112","39","1","0 to 102","52","787","590","10","1382","5","0","32","1209","13","249","8","128","1259","0","0","1382","101","24","2","1","73","52","0","125","1","3","32","23","22","22","13","7","4","1","0","3 to 86","37","85","25","6","9","6","108","11","21","0","8","0","0","1","128","53","75","125","3","0","2791","2","2923","2793","128","1","275","200","1579533632.64177","279225.038340218","37","07/12/2020"
"42","42","5","009","BREVARD","Brevard","FL","22251","287","421","1671","2451","2507","3104","4735","4125","2186","616","148","0 to 119","56","12493","9653","105","22228","23","0","743","20471","107","2397","124","3371","18875","0","5","22223","3275","77","14","3","1721","1621","10","3352","38","88","694","692","511","473","420","241","123","88","1","0 to 101","37","1790","234","238","1090","510","1704","1138","402","4","199","3","0","29","3369","1628","1731","3352","17","0","56124","6","59549","56130","3369","29","1144","1086","2687643838.87906","793218.333609179","37","07/12/2020"
"43","43","53","105","POLK","Polk","FL","24513","587","750","2313","3586","3476","3545","3658","3341","2047","876","334","0 to 119","48","13743","10565","205","24407","106","0","871","21114","231","3173","167","7248","17239","1","25","24381","6542","677","22","5","3737","3450","32","7219","129","282","1112","1468","1318","1061","805","552","321","197","1","0 to 103","39","3254","1128","601","2236","1717","2781","2721","943","10","577","5","1","140","7246","3461","3753","7219","27","0","55430","77","62825","55507","7246","140","2420","1849","5206715917.89822","388118.956177661","39","07/12/2020"
"44","44","49","097","OSCEOLA","Osceola","FL","16811","239","500","1504","2699","2564","2767","2633","1920","957","338","690","0 to 155","47","9215","7498","98","16715","96","0","1127","14057","390","2026","225","4167","12580","2","62","16652","4057","42","66","2","2066","2004","29","4099","64","145","644","1026","742","698","438","238","138","32","2","0 to 102","37","1319","218","1195","1367","1675","714","1710","450","9","221","7","2","31","4167","2051","2086","4099","68","0","32093","27","36358","32120","4167","31","1758","1246","3899316052.50861","350452.549474464","37","07/12/2020"
"45","45","28","055","HIGHLANDS","Highlands","FL","4155","75","70","225","451","387","495","659","756","657","360","20","0 to 119","60","2496","1622","37","4089","66","0","104","3661","47","461","33","532","3617","1","5","4083","476","53","3","0","283","245","1","529","14","14","61","81","71","83","94","58","50","6","0","0 to 95","48","290","97","81","61","172","286","71","121","2","84","1","0","13","532","248","283","529","3","0","10356","63","10969","10419","532","13","691","577","2866885704.30579","296636.719911829","48","07/12/2020"
"46","46","36","071","LEE","Lee","FL","33720","433","644","3133","4531","4407","4852","5378","5259","3452","1567","64","0 to 119","52","18983","14405","332","32657","1062","1","1077","29006","613","4277","196","10131","23567","2","20","32636","9594","338","185","6","5124","4654","154","9932","161","303","1641","1951","1615","1572","1227","779","506","359","9","0 to 101","41","4467","1058","279","4128","2476","3144","4312","1301","17","721","15","4","187","10123","4754","5208","9931","191","1","66419","868","77436","67287","10123","187","3215","1611","2112333669.17714","583283.842331616","41","07/12/2020"
"47","47","11","021","COLLIER","Collier","FL","19726","504","789","2115","2428","2562","2637","2821","2904","2200","728","38","0 to 105","50","10505","9084","137","19358","368","0","680","15491","356","3989","182","6227","13360","3","136","19219","5777","354","73","16","3058","3033","40","6131","178","330","1135","1044","1061","930","726","412","285","119","0","0 to 101","38","2834","303","435","2559","2524","1220","2387","676","21","441","11","6","94","6220","3086","3094","6131","89","0","36432","279","42969","36711","6220","94","4494","3510","5197102107.68439","580181.883282756","38","07/12/2020"
"48","48","13","025","DADE","Dade","FL","200401","2345","3822","17834","33716","32455","36219","32893","21569","12087","6777","684","0 to 225","47","103939","95270","1192","198778","1622","1","4910","179483","2785","21711","1046","64450","135672","98","181","198501","62761","1019","655","9","31870","31775","135","63780","781","1643","7851","12598","10889","11487","9003","5249","2969","1894","80","0 to 108","43","24452","7127","2269","29932","25343","8793","29644","8048","53","4397","31","15","1139","64444","32119","32167","63779","664","1","356248","945","422345","357193","64444","1139","6902","6162","5114451079.58835","540836.793924443","43","07/12/2020"
"49","49","44","087","MONROE","Monroe","FL","4309","50","84","299","573","596","731","896","659","310","109","2","0 to 101","52","2230","2061","18","4220","89","0","1340","2282","83","928","141","572","3700","0","37","4186","530","23","15","4","245","302","6","553","13","21","56","110","90","99","73","65","31","13","1","0 to 100","44","301","19","9","224","138","187","228","82","5","33","4","0","6","572","313","253","553","19","0","7137","66","7777","7203","572","6","1177","900","2629619857.16548","1399292.97354894","44","07/12/2020"
"50","50","57","113","SANTA ROSA","Santa Rosa","FL","8185","252","314","945","1125","1116","1226","1279","1093","575","250","10","0 to 119","48","4500","3641","44","8114","71","0","236","7020","99","869","115","1332","6852","0","1","8113","1263","58","10","0","650","657","14","1321","17","30","404","241","160","195","141","76","43","24","0","0 to 101","33","868","80","30","343","37","902","382","64","0","70","1","0","11","1331","661","656","1321","10","0","15768","60","17168","15828","1331","11","2002","1457","2596863920.94926","364280.718031263","33","07/12/2020"
"51","51","66","131","WALTON","Walton","FL","2154","54","56","229","277","306","312","351","265","168","133","3","0 to 101","49","1150","967","37","2050","104","0","78","1809","15","563","73","561","1593","0","0","2050","484","24","50","3","231","276","1","508","6","17","120","99","100","71","83","35","24","6","0","0 to 101","38","425","38","8","37","114","359","35","62","9","36","2","0","9","561","300","260","508","53","0","4331","51","4946","4382","561","9","273","218","2708101782.46999","370154.781284707","38","07/12/2020"
"52","52","32","063","JACKSON","Jackson","FL","3370","38","53","295","568","573","590","516","337","247","147","6","0 to 105","47","1525","1758","87","3345","25","0","23","2651","19","560","38","588","2776","1","5","3339","536","40","10","1","187","387","2","576","6","10","64","116","120","119","85","41","19","7","0","0 to 100","43","239","179","29","129","33","328","215","86","2","58","0","0","2","587","392","192","576","11","0","5639","14","6251","5653","587","2","801","600","2452499072.79567","223828.324060307","43","07/12/2020"
